Schema,Code,StructureLabel,Description,AlphaBetaRatio
FMA (3.2),13322, Clavicle Right, Right Clavicle,0
FMA (3.2),9909, Clitoris, Clitoris,0
FMA (3.2),15649, Coccygeal body, Coccygeal body,0
FMA (3.2),5863, Coccygeal nerve, Coccygeal nerve,0
FMA (3.2),256635, Coccygeal segment of spinal cord, Coccygeal segment of spinal cord,0
FMA (3.2),12527, Coccygeal vertebra, Coccygeal vertebra,0
FMA (3.2),19088, Coccygeus, Coccygeus,0
FMA (3.2),20229, Coccyx, Coccyx,0
FMA (3.2),60201, Cochlea, Cochlea,0
FMA (3.2),60203, Cochlea Left, Left cochlea,0
FMA (3.2),60202, Cochlea Right, Right cochlea,0
FMA (3.2),16612, Colic lymph node, Colic lymph node,0
FMA (3.2),277413, Colic lymph node group, Colic lymph node group,0
FMA (3.2),234262, Colic lymphatic chain, Colic lymphatic chain,0
FMA (3.2),14543, Colon, Colon,0
FMA (3.2),12861, Common basal vein, Common basal vein,0
FMA (3.2),14667, Common bile duct, Common bile duct,0
FMA (3.2),71892, Common bile duct proper, Common bile duct proper,0
FMA (3.2),14771, Common hepatic artery, Common hepatic artery,0
FMA (3.2),14668, Common hepatic duct, Common hepatic duct,0
FMA (3.2),277571, Common hepatic lymph node group, Common hepatic lymph node group,0
FMA (3.2),277953, Common hepatic lymphatic chain, Common hepatic lymphatic chain,0
FMA (3.2),14764, Common iliac artery, Common iliac artery,0
FMA (3.2),12806, Common iliac lymph node, Common iliac lymph node,0
FMA (3.2),71819, Common iliac lymph node group, Common iliac lymph node group,0
FMA (3.2),224269, Common iliac nodes, Common iliac lymphatic chain,0
FMA (3.2),224273, Common Iliac Nodes Left, Left common iliac lymphatic chain,0
FMA (3.2),224271, Common Iliac Nodes Right, Right common iliac lymphatic chain,0
FMA (3.2),14333, Common iliac vein, Common iliac vein,0
FMA (3.2),4721, Common inferior thyroid vein, Common inferior thyroid vein,0
FMA (3.2),53141, Common nasal meatus, Common nasal meatus,0
FMA (3.2),40856, Common synovial tendon sheath, Common synovial tendon sheath,0
FMA (3.2),45120, Common synovial tendon sheath of fibulare, Common synovial tendon sheath of fibulare,0
FMA (3.2),231917, Common synovial tendon sheath of left fibulare, Common synovial tendon sheath of left fibulare,0
FMA (3.2),231921, Common synovial tendon sheath of left peronei, Common synovial tendon sheath of left peronei,0
FMA (3.2),45121, Common synovial tendon sheath of peronei, Common synovial tendon sheath of peronei,0
FMA (3.2),231915, Common synovial tendon sheath of right fibulare, Common synovial tendon sheath of right fibulare,0
FMA (3.2),231919, Common synovial tendon sheath of right peronei, Common synovial tendon sheath of right peronei,0
FMA (3.2),42642, Common synovial tendon sheath proper, Common synovial tendon sheath proper,0
FMA (3.2),58895, Compartment of head, Compartment of head,0
FMA (3.2),58896, Compartment of neck, Compartment of neck,0
FMA (3.2),58903, Compartment of trunk, Compartment of trunk,0
FMA (3.2),27940, Compartment subdivision, Compartment subdivision,0
FMA (3.2),30438, Compressor urethrae, Compressor urethrae,0
FMA (3.2),78253, Conceptual organ system template, Conceptual organ system template,0
FMA (3.2),54761, Conchal sphenoidal sinus, Conchal sphenoidal sinus,0
FMA (3.2),50793, Condylar emissary vein, Condylar emissary vein,0
FMA (3.2),265232, Confluence of left and right hepatic ducts, Confluence of left and right hepatic ducts,0
FMA (3.2),20291, Conjunctival sac, Conjunctival sac,0
FMA (3.2),46620, Constrictor muscle of pharynx, Constrictor muscle of pharynx,0
FMA (3.2),15736, Conus artery, Conus artery,0
FMA (3.2),37664, Coracobrachialis, Coracobrachialis,0
FMA (3.2),37026, Coracobrachialis bursa, Coracobrachialis bursa,0
FMA (3.2),58238, Cornea, Cornea,0
FMA (3.2),58240, Cornea Left, Left cornea,0
FMA (3.2),58239, Cornea Right, Right cornea,0
FMA (3.2),35005, Cornu of coccyx, Cornu of coccyx,0
FMA (3.2),19627, Corona of glans penis, Corona of glans penis,0
FMA (3.2),49893, Coronary Artery, Coronary artery,0
FMA (3.2),4706, Coronary sinus, Coronary sinus,0
FMA (3.2),50308, Coronary sinus tree, Coronary sinus tree,0
FMA (3.2),20172, Corpus cavernosum of clitoris, Corpus cavernosum of clitoris,0
FMA (3.2),19618, Corpus cavernosum of penis, Corpus cavernosum of penis,0
FMA (3.2),27971, Corpus cavernosum proper of clitoris, Corpus cavernosum proper of clitoris,0
FMA (3.2),20281, Corpus cavernosum proper of penis, Corpus cavernosum proper of penis,0
FMA (3.2),19617, Corpus spongiosum of penis, Corpus spongiosum of penis,0
FMA (3.2),20248, Corpus spongiosum proper of penis, Corpus spongiosum proper of penis,0
FMA (3.2),46794, Corrugator supercilii, Corrugator supercilii,0
FMA (3.2),55663, Corticomedullary organ, Corticomedullary organ,0
FMA (3.2),9644, Cranial cavity, Cranial cavity,0
FMA (3.2),71236, Cranial dura mater, Cranial dura mater,0
FMA (3.2),5865, Cranial nerve, Cranial nerve,0
FMA (3.2),223274, Cranial nerve-tract complex, Cranial nerve-tract complex,0
FMA (3.2),54831, Cranial synovial joint, Cranial synovial joint,0
FMA (3.2),9615, Cricoid Cartilage, Cricoid cartilage,0
FMA (3.2),46417, Cricothyroid muscle, Cricothyroid muscle,0
FMA (3.2),20175, Crus of clitoris, Crus of clitoris,0
FMA (3.2),18248, Crus penis, Crus penis,0
FMA (3.2),44315, Cubital lymph node, Cubital lymph node,0
FMA (3.2),229099, Cubital lymphatic chain, Cubital lymphatic chain,0
FMA (3.2),75261, Cubitoradial bursa, Cubitoradial bursa,0
FMA (3.2),24527, Cuboid bone, Cuboid bone,0
FMA (3.2),24517, Cuneiform bone, Cuneiform bone,0
FMA (3.2),61903, Cuneus, Cuneus,0
FMA (3.2),236809, Cutaneous lymphatic tree of areola, Cutaneous lymphatic tree of areola,0
FMA (3.2),236493, Cutaneous lymphatic tree of breast, Cutaneous lymphatic tree of breast,0
FMA (3.2),236811, Cutaneous lymphatic tree of breast proper, Cutaneous lymphatic tree of breast proper,0
FMA (3.2),236819, Cutaneous lymphatic tree of left areola, Cutaneous lymphatic tree of left areola,0
FMA (3.2),236579, Cutaneous lymphatic tree of left breast, Cutaneous lymphatic tree of left breast,0
FMA (3.2),236823, Cutaneous lymphatic tree of left breast proper, Cutaneous lymphatic tree of left breast proper,0
FMA (3.2),236815, Cutaneous lymphatic tree of left nipple, Cutaneous lymphatic tree of left nipple,0
FMA (3.2),236807, Cutaneous lymphatic tree of nipple, Cutaneous lymphatic tree of nipple,0
FMA (3.2),236817, Cutaneous lymphatic tree of right areola, Cutaneous lymphatic tree of right areola,0
FMA (3.2),236577, Cutaneous lymphatic tree of right breast, Cutaneous lymphatic tree of right breast,0
FMA (3.2),236821, Cutaneous lymphatic tree of right breast proper, Cutaneous lymphatic tree of right breast proper,0
FMA (3.2),236813, Cutaneous lymphatic tree of right nipple, Cutaneous lymphatic tree of right nipple,0
FMA (3.2),236513, Cutaneous lymphatic tree of subdivision of breast, Cutaneous lymphatic tree of subdivision of breast,0
FMA (3.2),14539, Cystic duct, Cystic duct,0
FMA (3.2),12804, Cystic lymph node, Cystic lymph node,0
FMA (3.2),15403, Cystic vein, Cystic vein,0
FMA (3.2),12779, Deep anterior cervical lymph node, Deep anterior cervical lymph node,0
FMA (3.2),50989, Deep cerebral vein, Deep cerebral vein,0
FMA (3.2),223852, Deep cervical lymphatic chain, Deep cervical lymphatic chain,0
FMA (3.2),4746, Deep cervical vein, Deep cervical vein,0
FMA (3.2),234515, Deep cubital lymph node, Deep cubital lymph node,0
FMA (3.2),229101, Deep cubital lymphatic chain, Deep cubital lymphatic chain,0
FMA (3.2),77504, Deep dorsal vein of clitoris, Deep dorsal vein of clitoris,0
FMA (3.2),32518, Deep extrinsic muscle of shoulder, Deep extrinsic muscle of shoulder,0
FMA (3.2),236293, Deep fibular lymphatic tree of left leg, Deep fibular lymphatic tree of left leg,0
FMA (3.2),236287, Deep fibular lymphatic tree of leg, Deep fibular lymphatic tree of leg,0
FMA (3.2),236291, Deep fibular lymphatic tree of right leg, Deep fibular lymphatic tree of right leg,0
FMA (3.2),43794, Deep infrapatellar bursa, Deep infrapatellar bursa,0
FMA (3.2),44225, Deep inguinal lymph node, Deep inguinal lymph node,0
FMA (3.2),71850, Deep inguinal lymph node group, Deep inguinal lymph node group,0
FMA (3.2),229159, Deep inguinal lymphatic chain, Deep inguinal lymphatic chain,0
FMA (3.2),12770, Deep lateral cervical lymph node, Deep lateral cervical lymph node,0
FMA (3.2),236222, Deep lateral lymphatic tree of foot proper, Deep lateral lymphatic tree of foot proper,0
FMA (3.2),235888, Deep lateral lymphatic tree of hand proper, Deep lateral lymphatic tree of hand proper,0
FMA (3.2),236228, Deep lateral lymphatic tree of left foot proper, Deep lateral lymphatic tree of left foot proper,0
FMA (3.2),235916, Deep lateral lymphatic tree of left hand proper, Deep lateral lymphatic tree of left hand proper,0
FMA (3.2),236226, Deep lateral lymphatic tree of right foot proper, Deep lateral lymphatic tree of right foot proper,0
FMA (3.2),235914, Deep lateral lymphatic tree of right hand proper, Deep lateral lymphatic tree of right hand proper,0
FMA (3.2),277058, Deep lymph node group of thorax, Deep lymph node group of thorax,0
FMA (3.2),12772, Deep lymph node of thorax, Deep lymph node of thorax,0
FMA (3.2),236248, Deep lymphatic tree of ankle, Deep lymphatic tree of ankle,0
FMA (3.2),236184, Deep lymphatic tree of big toe, Deep lymphatic tree of big toe,0
FMA (3.2),235802, Deep lymphatic tree of finger, Deep lymphatic tree of finger,0
FMA (3.2),236214, Deep lymphatic tree of foot proper, Deep lymphatic tree of foot proper,0
FMA (3.2),235800, Deep lymphatic tree of forearm, Deep lymphatic tree of forearm,0
FMA (3.2),236190, Deep lymphatic tree of fourth toe, Deep lymphatic tree of fourth toe,0
FMA (3.2),235878, Deep lymphatic tree of hand proper, Deep lymphatic tree of hand proper,0
FMA (3.2),235810, Deep lymphatic tree of index finger, Deep lymphatic tree of index finger,0
FMA (3.2),236256, Deep lymphatic tree of left ankle, Deep lymphatic tree of left ankle,0
FMA (3.2),236196, Deep lymphatic tree of left big toe, Deep lymphatic tree of left big toe,0
FMA (3.2),236218, Deep lymphatic tree of left foot proper, Deep lymphatic tree of left foot proper,0
FMA (3.2),236208, Deep lymphatic tree of left fourth toe, Deep lymphatic tree of left fourth toe,0
FMA (3.2),235978, Deep lymphatic tree of left hand proper, Deep lymphatic tree of left hand proper,0
FMA (3.2),235820, Deep lymphatic tree of left index finger, Deep lymphatic tree of left index finger,0
FMA (3.2),235832, Deep lymphatic tree of left little finger, Deep lymphatic tree of left little finger,0
FMA (3.2),236212, Deep lymphatic tree of left little toe, Deep lymphatic tree of left little toe,0
FMA (3.2),235824, Deep lymphatic tree of left middle finger, Deep lymphatic tree of left middle finger,0
FMA (3.2),235828, Deep lymphatic tree of left ring finger, Deep lymphatic tree of left ring finger,0
FMA (3.2),236200, Deep lymphatic tree of left second toe, Deep lymphatic tree of left second toe,0
FMA (3.2),236204, Deep lymphatic tree of left third toe, Deep lymphatic tree of left third toe,0
FMA (3.2),235808, Deep lymphatic tree of left thumb, Deep lymphatic tree of left thumb,0
FMA (3.2),235844, Deep lymphatic tree of left wrist, Deep lymphatic tree of left wrist,0
FMA (3.2),236273, Deep lymphatic tree of leg, Deep lymphatic tree of leg,0
FMA (3.2),235816, Deep lymphatic tree of little finger, Deep lymphatic tree of little finger,0
FMA (3.2),236192, Deep lymphatic tree of little toe, Deep lymphatic tree of little toe,0
FMA (3.2),235812, Deep lymphatic tree of middle finger, Deep lymphatic tree of middle finger,0
FMA (3.2),236254, Deep lymphatic tree of right ankle, Deep lymphatic tree of right ankle,0
FMA (3.2),236194, Deep lymphatic tree of right big toe, Deep lymphatic tree of right big toe,0
FMA (3.2),236216, Deep lymphatic tree of right foot proper, Deep lymphatic tree of right foot proper,0
FMA (3.2),236206, Deep lymphatic tree of right fourth toe, Deep lymphatic tree of right fourth toe,0
FMA (3.2),235976, Deep lymphatic tree of right hand proper, Deep lymphatic tree of right hand proper,0
FMA (3.2),235818, Deep lymphatic tree of right index finger, Deep lymphatic tree of right index finger,0
FMA (3.2),235830, Deep lymphatic tree of right little finger, Deep lymphatic tree of right little finger,0
FMA (3.2),236210, Deep lymphatic tree of right little toe, Deep lymphatic tree of right little toe,0
FMA (3.2),235822, Deep lymphatic tree of right middle finger, Deep lymphatic tree of right middle finger,0
FMA (3.2),235826, Deep lymphatic tree of right ring finger, Deep lymphatic tree of right ring finger,0
FMA (3.2),236198, Deep lymphatic tree of right second toe, Deep lymphatic tree of right second toe,0
FMA (3.2),236202, Deep lymphatic tree of right third toe, Deep lymphatic tree of right third toe,0
FMA (3.2),235806, Deep lymphatic tree of right thumb, Deep lymphatic tree of right thumb,0
FMA (3.2),235842, Deep lymphatic tree of right wrist, Deep lymphatic tree of right wrist,0
FMA (3.2),235814, Deep lymphatic tree of ring finger, Deep lymphatic tree of ring finger,0
FMA (3.2),236186, Deep lymphatic tree of second toe, Deep lymphatic tree of second toe,0
FMA (3.2),236180, Deep lymphatic tree of subdivision of foot, Deep lymphatic tree of subdivision of foot,0
FMA (3.2),235911, Deep lymphatic tree of subdivision of hand, Deep lymphatic tree of subdivision of hand,0
FMA (3.2),236188, Deep lymphatic tree of third toe, Deep lymphatic tree of third toe,0
FMA (3.2),235804, Deep lymphatic tree of thumb, Deep lymphatic tree of thumb,0
FMA (3.2),236182, Deep lymphatic tree of toe, Deep lymphatic tree of toe,0
FMA (3.2),235840, Deep lymphatic tree of wrist, Deep lymphatic tree of wrist,0
FMA (3.2),236224, Deep medial lymphatic tree of foot proper, Deep medial lymphatic tree of foot proper,0
FMA (3.2),235890, Deep medial lymphatic tree of hand proper, Deep medial lymphatic tree of hand proper,0
FMA (3.2),236232, Deep medial lymphatic tree of left foot proper, Deep medial lymphatic tree of left foot proper,0
FMA (3.2),235920, Deep medial lymphatic tree of left hand proper, Deep medial lymphatic tree of left hand proper,0
FMA (3.2),236230, Deep medial lymphatic tree of right foot proper, Deep medial lymphatic tree of right foot proper,0
FMA (3.2),235918, Deep medial lymphatic tree of right hand proper, Deep medial lymphatic tree of right hand proper,0
FMA (3.2),51309, Deep middle cerebral vein, Deep middle cerebral vein,0
FMA (3.2),51313, Deep middle cerebral vein proper, Deep middle cerebral vein proper,0
FMA (3.2),38475, Deep muscle of anterior compartment of forearm, Deep muscle of anterior compartment of forearm,0
FMA (3.2),38509, Deep muscle of posterior compartment of forearm, Deep muscle of posterior compartment of forearm,0
FMA (3.2),65008, Deep muscle of posterior compartment of leg, Deep muscle of posterior compartment of leg,0
FMA (3.2),61218, Deep parotid lymph node, Deep parotid lymph node,0
FMA (3.2),224254, Deep parotid lymphatic chain, Deep parotid lymphatic chain,0
FMA (3.2),85039, Deep perineal compartment, Deep perineal compartment,0
FMA (3.2),19727, Deep perineal muscle, Deep perineal muscle,0
FMA (3.2),22061, Deep perineal space, Deep perineal space,0
FMA (3.2),44232, Deep popliteal lymph node, Deep popliteal lymph node,0
FMA (3.2),71853, Deep popliteal lymph node group, Deep popliteal lymph node group,0
FMA (3.2),32561, Deep postvertebral muscle, Deep postvertebral muscle,0
FMA (3.2),235690, Deep radial lymphatic tree of forearm, Deep radial lymphatic tree of forearm,0
FMA (3.2),235740, Deep radial lymphatic tree of left forearm, Deep radial lymphatic tree of left forearm,0
FMA (3.2),235738, Deep radial lymphatic tree of right forearm, Deep radial lymphatic tree of right forearm,0
FMA (3.2),236297, Deep tibial lymphatic tree of left leg, Deep tibial lymphatic tree of left leg,0
FMA (3.2),236289, Deep tibial lymphatic tree of leg, Deep tibial lymphatic tree of leg,0
FMA (3.2),236295, Deep tibial lymphatic tree of right leg, Deep tibial lymphatic tree of right leg,0
FMA (3.2),19732, Deep transverse perineal muscle, Deep transverse perineal muscle,0
FMA (3.2),235688, Deep ulnar lymphatic tree of forearm, Deep ulnar lymphatic tree of forearm,0
FMA (3.2),235736, Deep ulnar lymphatic tree of left forearm, Deep ulnar lymphatic tree of left forearm,0
FMA (3.2),235734, Deep ulnar lymphatic tree of right forearm, Deep ulnar lymphatic tree of right forearm,0
FMA (3.2),32521, Deltoid, Deltoid,0
FMA (3.2),24043, Dens of axis, Dens of axis,0
FMA (3.2),46828, Depressor anguli oris, Depressor anguli oris,0
FMA (3.2),46816, Depressor labii inferioris, Depressor labii inferioris,0
FMA (3.2),46777, Depressor septi nasi, Depressor septi nasi,0
FMA (3.2),46798, Depressor supercilii, Depressor supercilii,0
FMA (3.2),14547, Descending colon, Descending colon,0
FMA (3.2),13295, Diaphragm, Diaphragm,0
FMA (3.2),12773, Diaphragmatic lymph node, Diaphragmatic lymph node,0
FMA (3.2),276770, Diaphragmatic lymph node group, Diaphragmatic lymph node group,0
FMA (3.2),233378, Diaphragmatic lymph node group of brachiocephalic lymphatic chai, Diaphragmatic lymph node group of brachiocephalic lymphatic chai,0
FMA (3.2),234356, Diaphragmatic lymphatic chain, Diaphragmatic lymphatic chain,0
FMA (3.2),85158, Diaphragmatic tributary of brachiocephalic lymphatic chain, Diaphragmatic tributary of brachiocephalic lymphatic chain,0
FMA (3.2),62001, Diencephalon, Diencephalon,0
FMA (3.2),46291, Digastric, Digastric,0
FMA (3.2),50785, Diploic vein, Diploic vein,0
FMA (3.2),33303, Distal carpal bone, Distal carpal bone,0
FMA (3.2),44305, Distal deep inguinal lymph node, Distal deep inguinal lymph node,0
FMA (3.2),32627, Distal phalanx of big toe, Distal phalanx of big toe,0
